+00099375446 | 1
+00127523492 | 1
+00197740321 | 1
+00213122230 | 1
+00246896733 | 1
+00286031599 | 1
+00309230238 | 1
+00323087507 | 1
+00348929675 | 1
+00371645595 | 1
+00384110443 | 1
+00430057186 | 1
+00448206885 | 1
+00456886832 | 1
+00479930329 | 1
+00484274421 | 1
+00485699978 | 1
+00500780677 | 1
+00502103438 | 1
+00505927689 | 1
+00516751061 | 1
+00529441203 | 1
+00531142010 | 1
+00560271573 | 1
+00562635906 | 1
+00582262109 | 1
+00602279982 | 1
+00604273994 | 1
+00617987245 | 1
+00653979808 | 1
+00659330576 | 1
+00662381656 | 1
+00703667814 | 1
+00752314818 | 1
+00763928253 | 1
+00792846275 | 1
+00800359336 | 1
+00819638780 | 1
+00844102236 | 1
+00846065881 | 1
+00850450361 | 1
+00856108486 | 1
+00859466864 | 1
+00864867391 | 1
+00905720962 | 1
+00929126798 | 1
+00937193138 | 1
+00958316472 | 1
+00996379123 | 1
+01006122692 | 1
+01030219887 | 1
+01077205056 | 1
+01122815609 | 1
+01129220395 | 1
+01143940976 | 1
+01181421782 | 1
+01191117668 | 1
+01201637156 | 1
+01208028640 | 1
+01214170536 | 1
+01217628204 | 1
+01238784665 | 1
+01246577936 | 1
+01247417554 | 1
+01250611483 | 1
+01256076161 | 1
+01264919694 | 1
+01295880583 | 1
+01298722290 | 1
+01311688415 | 1
+01385180631 | 1
+01404274585 | 1
+01444674165 | 1
+01555867007 | 1
+01576276303 | 1
+01612790412 | 1
+01619938897 | 1
+01637303109 | 1
+01649486666 | 1
+01671254809 | 1
+01677307500 | 1
+01698180182 | 1
+01750447594 | 1
+01751300470 | 1
+01756297224 | 1
+01781390285 | 1
+01784876332 | 1
+01792060815 | 1
+01824651689 | 1
+01828047325 | 1
+01845151685 | 1
+01920072164 | 1
+01936190197 | 1
+01938586912 | 1
+01959652911 | 1
+01974319897 | 1
+01975103826 | 1
+01981578541 | 1
+01982289019 | 1
+01988259219 | 1
+02000107758 | 1
+02057023329 | 1
+02099440755 | 1
+02107000665 | 1
+02117010326 | 1
+02125940339 | 1
+02126211810 | 1
+02141285192 | 1
+02168629602 | 1
+02169151417 | 1
+02172803079 | 1
+02188193806 | 1
+02195631741 | 1
+02197865444 | 1
+02211856536 | 1
+02239486786 | 1
+02255840274 | 1
+02278592810 | 1
+02279101957 | 1
+02285848256 | 1
+02290842513 | 1
+02298746135 | 1
+02315665612 | 1
+02337319843 | 1
+02343682942 | 1
+02358000885 | 1
+02391959652 | 1
+02395772614 | 1
+02406108187 | 1
+02449578281 | 1
+02488196502 | 1
+02488450535 | 1
+02498412831 | 1
+02624596857 | 1
+02626158137 | 1
+02655420882 | 1
+02661825709 | 1
+02702929220 | 1
+02703072952 | 1
+02761572252 | 1
+02799956649 | 1
+02812787083 | 1
+02822474361 | 1
